ntl_raw,fit,se,lo,hi
1.441977783e-05,1.308551306023513,0.1124584044255648,1.088132833349406,1.52896977869762
3.916867308359045e-05,1.3137273683969264,0.1124552207459191,1.093315135734925,1.534139601058928
6.39175683371809e-05,1.3189031316922892,0.1124521609646509,1.098496896201573,1.5393093671830052
8.866646359077137e-05,1.3240782968315523,0.1124492252883392,1.1036778152664075,1.5444787783966971
0.0001134153588443,1.3292525647366649,0.1124464138808016,1.1088575935302936,1.5496475359430362
0.0001381642540979,1.3344256363295768,0.1124437268631172,1.114035931677867,1.5548153409812866
0.0001629131493515,1.3395972125322386,0.1124411643136624,1.1192125304774605,1.559981894587017
0.0001876620446051,1.3447669942665996,0.1124387262681604,1.1243870907810052,1.565146897752194
0.0002124109398587,1.3499346824546097,0.1124364127197425,1.129559313523914,1.5703100513853048
0.0002371598351123,1.355099978018219,0.1124342236190236,1.1347288997249327,1.575471056311505
0.0002619087303659,1.3602625818793774,0.1124321588741894,1.1398955504859662,1.5806296132727886
0.0002866576256194,1.365422194960035,0.1124302183510975,1.1450589669918838,1.585785422928186
0.000311406520873,1.3705785181821408,0.1124284018733909,1.1502188505102946,1.590938185853987
0.0003361554161266,1.375731252467646,0.1124267092226245,1.1553749023913018,1.59608760254399
0.0003609043113802,1.380880098738499,0.1124251401384046,1.160526824067226,1.601233373409772
0.0003856532066338,1.3860247579166514,0.1124236943185416,1.1656743170523098,1.6063751987809929
0.0004104021018874,1.3911649309240517,0.1124223714192146,1.1708170829423907,1.6115127789057122
0.000435150997141,1.39630031868265,0.1124211710551504,1.1759548234145552,1.6166458139507447
0.0004598998923946,1.4014306221143968,0.112420092799814,1.1810872402267614,1.6217740040020323
0.0004846487876482,1.4065555421412417,0.1124191361856132,1.1862140352174395,1.6268970490650436
0.0005093976829018,1.4116747796851343,0.1124183007041146,1.1913349103050694,1.6320146490651992
0.0005341465781553,1.416788035668025,0.1124175858062744,1.196449567487727,1.637126503848323
0.0005588954734089,1.421895011011863,0.1124169909026801,1.2015577088426102,1.642232313181116
0.0005836443686625,1.4269954066385997,0.1124165153638063,1.206659036525539,1.64733177675166
0.0006083932639161,1.4320889234701828,0.1124161585202833,1.2117532527704271,1.6524245941699385
0.0006331421591697,1.437175262428564,0.1124159196631777,1.2168400598887357,1.657510464968392
0.0006578910544233,1.442254124435692,0.1124157980442863,1.2219191602688908,1.662589088602493
0.0006826399496769,1.4473252104135172,0.1124157928764433,1.2269902563756885,1.6676601644513462
0.0007073888449305,1.4523882212839898,0.1124159033338393,1.2320530507496643,1.672723391818315
0.0007321377401841,1.4574428579690593,0.1124161285523539,1.2371072460064456,1.677778469931673
0.0007568866354377,1.462488821390676,0.1124164676299002,1.2421525448360715,1.6828250979452803
0.0007816355306913,1.4675258124707888,0.1124169196267831,1.247188650002294,1.6878629749392835
0.0008063844259448,1.4725535321313483,0.112417483566069,1.252215264341853,1.6928917999208437
0.0008311333211984,1.477571681294305,0.1124181584339697,1.2572320907637242,1.6979112718248857
0.000855882216452,1.482579960881608,0.1124189431802375,1.2622388322483424,1.7029210895148734
0.0008806311117056,1.4875780718152067,0.1124198367185739,1.267235191846802,1.7079209517836116
0.0009053800069592,1.4925657150170522,0.1124208379270507,1.2722208726800328,1.7129105573540715
0.0009301289022128,1.4975425914090934,0.1124219456485434,1.2771955779379485,1.7178896048802383
0.0009548777974664,1.502508401913281,0.1124231586911776,1.282159010878573,1.7228577929479891
0.00097962669272,1.5074628474515646,0.1124244758287878,1.2871108748271405,1.7278148200759886
0.0010043755879736,1.5124056289458936,0.1124258958013887,1.2920508731751716,1.7327603847166155
0.0010291244832272,1.5173364473182185,0.1124274173156588,1.296978709379527,1.73769418525691
0.0010538733784807,1.522255003490489,0.1124290390454373,1.3018940869614315,1.742615920019546
0.0010786222737343,1.527160998384655,0.1124307596322321,1.30679670950548,1.74752528726383
0.0011033711689879,1.5320541329226662,0.1124325776857419,1.311686280658612,1.7524219851867204
0.0011281200642415,1.536934108026473,0.1124344917843891,1.31656250412907,1.7573057119238755
0.0011528689594951,1.5418006246180245,0.1124365004758665,1.321425083685326,1.7621761655507229
0.0011776178547487,1.5466533836192713,0.1124386022776951,1.3262737231549888,1.7670330440835538
0.0012023667500023,1.551492085952163,0.1124407956777954,1.331108126423684,1.771876045480642
0.0012271156452559,1.5563164325386496,0.1124430791350702,1.3359279974339118,1.7767048676433874
0.0012518645405095,1.5611261243006809,0.1124454510800001,1.3407330401838804,1.781519208417481
0.0012766134357631,1.5659208621602063,0.112447909915251,1.3455229587263144,1.7863187655940986
0.0013013623310167,1.570700347039177,0.1124504540162942,1.35029745716724,1.7911032369111135
0.0013261112262702,1.5754642798595415,0.1124530817320383,1.3550562396647463,1.7958723200543367
0.0013508601215238,1.5802123615432506,0.1124557913854737,1.3597990104277222,1.800625712658779
0.0013756090167774,1.584944293012254,0.1124585812743287,1.3645254737145696,1.8053631123099383
0.001400357912031,1.589659775188501,0.1124614496717386,1.3692353338318934,1.8100842165451088
0.0014251068072846,1.5943585089939425,0.1124643948269261,1.3739282951331673,1.8147887228547177
0.0014498557025382,1.5990401953505275,0.1124674149658942,1.3786040620173747,1.8194763286836804
0.0014746045977918,1.6037045351802064,0.1124705082921309,1.3832623389276295,1.824146731432783
0.0014993534930454,1.6083512294049291,0.1124736729873264,1.3879028303497694,1.828799628460089
0.001524102388299,1.612979978946645,0.1124769072121018,1.3925252408109254,1.8334347170823648
0.0015488512835526,1.6175904847273044,0.1124802091067501,1.397129274878074,1.8380516945765344
0.0015736001788061,1.622182447668857,0.112483576791989,1.4017146371565588,1.842650258181156
0.0015983490740597,1.626755568693253,0.1124870083697258,1.4062810322885906,1.847230105097916
0.0016230979693133,1.6313095487224425,0.1124905019238343,1.410828164951727,1.8517909324931576
0.0016478468645669,1.6358440886783745,0.1124940555209431,1.4153557398573258,1.8563324374994232
0.0016725957598205,1.6403588894829997,0.1124976672112363,1.4198634617489765,1.8608543172170229
0.0016973446550741,1.6448536520582673,0.1125013350292659,1.424351035400906,1.8653562687156289
0.0017220935503277,1.6493280773261276,0.1125050569947759,1.4288181656163668,1.8698379890358885
0.0017468424455813,1.6537818662085306,0.1125088311135383,1.4332645572259954,1.8742991751910656
0.0017715913408349,1.6582147196274262,0.1125126553782012,1.4376899150861515,1.8787395241687008
