outcome,city,city_key,gii_group,region,gini,population_fraction,activity_fraction
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.2897473997028232,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.2923476968796434,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.2945765230312036,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.2971768202080238,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.29977711738484397,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.30200594353640414,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.30460624071322434,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3072065378900446,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.30943536404160477,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.31203566121842496,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.31463595839524516,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.31686478454680533,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.31946508172362553,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3220653789004458,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.32429420505200596,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.32689450222882616,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.32949479940564635,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3317236255572065,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3343239227340267,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.336924219910847,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.33915304606240715,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.34175334323922735,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.34435364041604755,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3465824665676077,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3491827637444279,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.35178306092124817,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.35401188707280834,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.35661218424962854,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.35921248142644874,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3614413075780089,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3640416047548291,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3666419019316493,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.36887072808320953,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.37147102526002973,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.37407132243684993,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3763001485884101,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3789004457652303,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3815007429420505,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3837295690936107,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3863298662704309,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3889301634472511,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3911589895988113,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3937592867756315,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3963595839524517,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.3985884101040119,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4011887072808321,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4037890044576523,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4060178306092125,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4086181277860327,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4112184249628529,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.41344725111441305,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4160475482912333,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4186478454680535,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4208766716196137,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4234769687964339,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.42607726597325407,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.42830609212481424,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4309063893016345,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4335066864784547,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.43573551263001487,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.43833580980683506,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.44093610698365526,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.44316493313521543,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4457652303120357,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.4483655274888559,0.0
night_female,Hong Kong,hong_kong,Low,East Asia,0.8887622846644305,0.45059435364041606,0.0
