grid_id,lon,lat,grid_area_m2,Pop_Total,Pop_Tota_20_50,Pop_Female_20_50,Pop_Male_20_50,NDVI,walkability_global_z,walkability_city_z,gdp_2022,built_density_2020,ssx_choice_r5000,ssx_has_segment,gdp_source_distance_m,Female_Employment_Rate_15plus_WorldBank,Labour_force_participation_rate_F_Fig4,SDG11_71pct,SDG_3_1_Maternal_mortality_ratio,SDG_3_7_Adolescent_birth_rate,SDG_5_5_Share_of_seats_in_parliament,SDG_4_4_Population_with_at_least_some_secondary_education_F,city,NDVI_z,gdp_2022_z,built_density_2020_z,ssx_choice_r5000_z,Pop_Female_20_50_z,Pop_Male_20_50_z,Pop_Total_z,Female_Employment_Rate_15plus_WorldBank_z,Labour_force_participation_rate_F_Fig4_z,SDG11_71pct_z,SDG_3_1_Maternal_mortality_ratio_z,SDG_3_7_Adolescent_birth_rate_z,SDG_5_5_Share_of_seats_in_parliament_z,SDG_4_4_Population_with_at_least_some_secondary_education_F_z,land_use_type
4681,174.4596206,-36.92584098,40000,0.00163476,0.00087242,0.00043274,0.00043964,0.8557,-0.09543359,-0.100936195,60500104,0.00027114,488590.4223,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.008059532,-0.665585593,-1.686270666,-0.596548462,-0.662882791,-0.683756734,-0.678263961,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4682,174.4596804,-36.92403984,40000,0.00163476,0.00087242,0.00043274,0.00043964,0.8557,-0.493862767,-0.44733117,60500104,0.00018069,541152,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.008059532,-0.665585593,-1.686976197,-0.585533429,-0.662882791,-0.683756734,-0.678263961,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4709,174.4612928,-36.87540904,40000,0,0,0,0,0.8847,-0.540310468,-0.489062878,164387580,0.002354044,400271.7281,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.179183593,-0.66294592,-1.670023593,-0.615056911,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4710,174.4613525,-36.87360789,40000,0,0,0,0,0.8847,-0.540310468,-0.489062878,164387580,0.002572739,372497.0313,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.179183593,-0.66294592,-1.66831773,-0.620877497,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4737,174.4629609,-36.82497661,40000,0.621053886,0.325993538,0.159217682,0.166775208,0.8315,-0.539059166,-0.482486848,187463950,0.001446346,162491.7431,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.865259454,-0.662359574,-1.677103823,-0.664887117,-0.661411665,-0.682189836,-0.676481856,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4738,174.4630204,-36.82317544,40000,0.621053886,0.325993538,0.159217682,0.166775208,0.8315,-0.539059166,-0.482486848,187463950,0.002200563,127251.2343,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.865259454,-0.662359574,-1.671220776,-0.672272272,-0.661411665,-0.682189836,-0.676481856,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4749,174.4636746,-36.80336256,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.539260975,-0.483547424,187463950,0.00290871,136585.019,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.665697089,-0.670316243,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4943,174.4614456,-36.93849689,40000,0.00011984,6.39E-05,3.17E-05,3.23E-05,0.8814,-0.440702932,-0.402462865,60500104,0.003748479,97333.95968,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.159710855,-0.665585593,-1.659146724,-0.678541866,-0.662886507,-0.683760571,-0.678268319,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,peripheral
4947,174.4616847,-36.93129237,40000,0.00011984,6.39E-05,3.17E-05,3.23E-05,0.8814,-0.470643615,-0.426490011,60500104,0.000204172,627852.8818,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.159710855,-0.665585593,-1.686793031,-0.567364016,-0.662886507,-0.683760571,-0.678268319,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4948,174.4617445,-36.92949123,40000,0.00163476,0.00087242,0.00043274,0.00043964,0.8557,-0.493862767,-0.44733117,60500104,0.000220969,508103.3077,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.008059532,-0.665585593,-1.686662007,-0.592459257,-0.662882791,-0.683756734,-0.678263961,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4979,174.4635943,-36.87365579,40000,0.236850262,0.126397362,0.062706523,0.0636906,0.8265,-0.539833261,-0.486554988,164387580,0.002247759,175320.4088,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.835755306,-0.66294592,-1.670852639,-0.662198687,-0.662305831,-0.683160904,-0.677587232,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
4980,174.4636539,-36.87185463,40000,0.236850262,0.126397362,0.062706523,0.0636906,0.8265,-0.539833261,-0.486554988,164387580,0.002466475,240274.9989,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.835755306,-0.66294592,-1.669146613,-0.64858652,-0.662305831,-0.683160904,-0.677587232,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5007,174.4652608,-36.82322325,40000,0.621053886,0.325993538,0.159217682,0.166775208,0.8315,-0.539059166,-0.482486848,187463950,0.002530622,242506.0769,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.865259454,-0.662359574,-1.668646253,-0.648118966,-0.661411665,-0.682189836,-0.676481856,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5008,174.4653203,-36.82142208,40000,1.265633087,0.664335098,0.324466629,0.339868584,0.8426,-0.537760465,-0.47566172,187463950,0.003294348,246283.6698,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.930758664,-0.662359574,-1.662689037,-0.647327317,-0.659880651,-0.680559278,-0.674627363,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5018,174.4659144,-36.80341033,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.539260975,-0.483547424,187463950,0.003163639,136749,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.663708595,-0.670281878,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5210,174.4635699,-36.94214713,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.004295047,164776.918,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.654883384,-0.664408226,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5211,174.4636297,-36.94034599,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.003178169,275440.2625,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.663595256,-0.641217135,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5212,174.4636894,-36.93854486,40000,0.322193069,0.182074432,0.088895082,0.093179207,0.998,-0.094787728,-0.097541963,60500104,0.002856394,519655.1404,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.847747597,-0.665585593,-1.666105162,-0.590038405,-0.662063197,-0.682883118,-0.677341696,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,residential
5216,174.4639283,-36.93134032,40000,0.322193069,0.182074432,0.088895082,0.093179207,0.998,-0.493216904,-0.443936938,60500104,0.000149664,645437.4804,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.847747597,-0.665585593,-1.687218204,-0.563678911,-0.662063197,-0.682883118,-0.677341696,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5249,174.4658958,-36.87190249,40000,0.236850262,0.126397362,0.062706523,0.0636906,0.8265,-0.539833261,-0.486554988,164387580,0.002174419,197241.3525,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.835755306,-0.66294592,-1.67142471,-0.657604838,-0.662305831,-0.683160904,-0.677587232,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5277,174.4675606,-36.82146984,40000,1.265633087,0.664335098,0.324466629,0.339868584,0.8426,-0.514538261,-0.454804521,187463950,0.003028302,247489.6584,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.930758664,-0.662359574,-1.664764246,-0.647074585,-0.659880651,-0.680559278,-0.674627363,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5278,174.46762,-36.81966867,40000,1.265633087,0.664335098,0.324466629,0.339868584,0.8426,-0.514538261,-0.454804521,187463950,0.002984898,255493.8571,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.930758664,-0.662359574,-1.665102803,-0.64539719,-0.659880651,-0.680559278,-0.674627363,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5287,174.4681542,-36.80345807,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.539260975,-0.483547424,187463950,0.003409592,136817.9349,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.661790108,-0.670267432,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5288,174.4682136,-36.80165689,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.539260975,-0.483547424,187463950,0.004642209,144613.5627,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.652175447,-0.668633747,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5478,174.4657541,-36.94399619,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.004497629,1208191.346,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.653303203,-0.445745767,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5479,174.4658138,-36.94219506,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.002588608,436141.0433,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.668193951,-0.607539981,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5485,174.4661718,-36.93138823,40000,0.322193069,0.182074432,0.088895082,0.093179207,0.998,-0.469994701,-0.423079739,60500104,0.000124902,226971.6524,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.847747597,-0.665585593,-1.687411352,-0.651374428,-0.662063197,-0.682883118,-0.677341696,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5486,174.4662315,-36.9295871,40000,0.105557032,0.056331601,0.02794632,0.02838484,0.8712,-0.493653384,-0.446230789,60500104,0.000148215,474013.0599,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.099522393,-0.665585593,-1.687229509,-0.599603357,-0.662627881,-0.683493488,-0.67796497,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5518,174.4681376,-36.8719503,40000,0.236850262,0.126397362,0.062706523,0.0636906,0.8265,-0.539833261,-0.486554988,164387580,0.002055454,183888.5471,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.835755306,-0.66294592,-1.672352657,-0.66040311,-0.662305831,-0.683160904,-0.677587232,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5547,174.4698603,-36.81971639,40000,1.265633087,0.664335098,0.324466629,0.339868584,0.8426,-0.514538261,-0.454804521,187463950,0.002702045,214525.7125,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.930758664,-0.662359574,-1.667309119,-0.653982653,-0.659880651,-0.680559278,-0.674627363,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5548,174.4699197,-36.81791521,40000,1.265633087,0.664335098,0.324466629,0.339868584,0.8426,-0.514538261,-0.454804521,187463950,0.002361885,249547.0751,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.930758664,-0.662359574,-1.669962437,-0.646643424,-0.659880651,-0.680559278,-0.674627363,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5557,174.4704534,-36.80170457,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.539260975,-0.483547424,187463950,0.004927429,168522.5271,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.64995067,-0.66362328,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5729,174.4669237,-36.97646447,40000,0,0,0,0,0.8507,-0.517088264,-0.468205678,60500104,0.001920966,27330.03726,1,701.3802,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.978555384,-0.665585593,-1.67340169,-0.693212192,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5731,174.4670432,-36.97286221,40000,0,0,0,0,0.8507,-0.470643857,-0.42649128,60500104,0.001387626,63151.34779,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.978555384,-0.665585593,-1.677561848,-0.685705322,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5732,174.4671029,-36.97106109,40000,0,0,0,0,0.8507,-0.470643857,-0.42649128,60500104,0.001269548,87106.6482,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.978555384,-0.665585593,-1.678482883,-0.680685145,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,peripheral
5733,174.4671626,-36.96925996,40000,0,0,0,0,0.8507,-0.49386606,-0.447348479,60500104,0.001867523,134168.5354,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.978555384,-0.665585593,-1.673818558,-0.670822652,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5739,174.4675208,-36.95845317,40000,9.20E-07,5.20E-07,2.40E-07,3.20E-07,0.843,-0.025770271,-0.038381897,60500104,0.018102828,170798.978,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.933118995,-0.665585593,-1.547179901,-0.663146217,-0.662886798,-0.683760873,-0.678268661,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,commercial
5743,174.4677595,-36.95124863,40000,0,0,0,0,0.8378,0.326214497,0.26629867,60500104,0.016461757,422469.755,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.902434681,-0.665585593,-1.55998059,-0.610404996,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5744,174.4678191,-36.9494475,40000,0,0,0,0,0.8378,-0.118659087,-0.121810703,60500104,0.012876612,561677.3614,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.902434681,-0.665585593,-1.587945442,-0.581232045,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,residential
5745,174.4678788,-36.94764636,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.141613928,-0.141262817,60500104,0.00906931,917721.0036,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.617643165,-0.506617993,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5746,174.4679384,-36.94584522,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.00507125,804515.8898,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.648828843,-0.530341749,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5747,174.4679981,-36.94404409,40000,0.132699165,0.075440674,0.036772521,0.038668201,0.9192,-0.071947317,-0.07869122,60500104,0.002246283,1266839.442,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.382762218,-0.665585593,-1.670864151,-0.433455217,-0.662546107,-0.683396617,-0.677886881,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5755,174.468475,-36.92963496,40000,0.105557032,0.056331601,0.02794632,0.02838484,0.8712,-0.516875587,-0.467087988,60500104,0.000113504,477249.3189,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.099522393,-0.665585593,-1.687500259,-0.598925153,-0.662627881,-0.683493488,-0.67796497,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5756,174.4685346,-36.92783382,40000,0.105557032,0.056331601,0.02794632,0.02838484,0.8712,-0.516875587,-0.467087988,60500104,0.000112302,335889.9041,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.099522393,-0.665585593,-1.687509638,-0.628549046,-0.662627881,-0.683493488,-0.67796497,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5787,174.4703794,-36.87199806,40000,0.236850262,0.126397362,0.062706523,0.0636906,0.8265,-0.539833261,-0.486554988,164387580,0.002233729,178711.6383,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.835755306,-0.66294592,-1.670962077,-0.661488006,-0.662305831,-0.683160904,-0.677587232,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5826,174.4726932,-36.80175222,40000,0.520890846,0.277644024,0.138715687,0.138928213,0.8328,-0.516038771,-0.462690225,187463950,0.00457953,303584.8913,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.872930533,-0.662359574,-1.652664357,-0.635319024,-0.661601614,-0.682452158,-0.67677003,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
5999,174.4692283,-36.97471124,40000,0,0,0,0,0.8507,-0.470643857,-0.42649128,60500104,0.00183451,206373.443,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.978555384,-0.665585593,-1.674076068,-0.655691078,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6009,174.4698248,-36.95669991,40000,9.20E-07,5.20E-07,2.40E-07,3.20E-07,0.843,0.532940221,0.448697469,60500104,0.01449329,469127.0851,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.933118995,-0.665585593,-1.575335032,-0.600627283,-0.662886798,-0.683760873,-0.678268661,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,commercial
6010,174.4698844,-36.95489877,40000,0,0,0,0,0.8378,0.817532489,0.696122442,60500104,0.014967109,101162.4281,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.902434681,-0.665585593,-1.571639145,-0.677739555,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6011,174.469944,-36.95309763,40000,0,0,0,0,0.8378,0.794310285,0.675265243,60500104,0.015603598,726097.7758,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.902434681,-0.665585593,-1.566674402,-0.546775389,-0.6628868,-0.683760876,-0.678268664,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6025,174.4707781,-36.92788164,40000,0.105557032,0.056331601,0.02794632,0.02838484,0.8712,-0.516875587,-0.467087988,60500104,8.67E-05,263095.181,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.099522393,-0.665585593,-1.687709563,-0.643804224,-0.662627881,-0.683493488,-0.67796497,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6056,174.4726213,-36.87204579,40000,2.234419479,1.192419319,0.591568909,0.600850144,0.8407,-0.53580855,-0.465403725,164387580,0.002477339,113951.4895,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.919547087,-0.66294592,-1.669061867,-0.675059424,-0.657405976,-0.678100805,-0.671840108,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6057,174.4726807,-36.87024462,40000,2.234419479,1.192419319,0.591568909,0.600850144,0.8407,-0.53580855,-0.465403725,164387580,0.00311964,171155.3495,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.919547087,-0.66294592,-1.664051795,-0.663071534,-0.657405976,-0.678100805,-0.671840108,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6265,174.4712942,-36.9801625,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.51543491,-0.459516726,60500104,0.002432583,223511.4884,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.669410972,-0.652099555,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6266,174.4713539,-36.97836137,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.492212706,-0.438659527,60500104,0.002626289,212149.2721,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.667900031,-0.65448067,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6268,174.4714731,-36.9747591,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.468990503,-0.417802328,60500104,0.002050766,506747.966,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.672389222,-0.592743288,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6278,174.4720691,-36.95674774,40000,7.62004944,4.33191284,2.111316681,2.220596008,0.8645,1.254536779,1.144059516,60500104,0.011901538,1385280.132,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.059986834,-0.665585593,-1.595551217,-0.408634271,-0.64332567,-0.66284263,-0.656345333,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6279,174.4721287,-36.9549466,40000,7.890202332,4.482991484,2.182166824,2.300824814,0.8746,0.833429703,0.779667856,60500104,0.012641055,170837.9406,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.119585213,-0.665585593,-1.589782835,-0.663138052,-0.64266925,-0.662086866,-0.655568087,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,residential
6280,174.4721882,-36.95314546,40000,7.890202332,4.482991484,2.182166824,2.300824814,0.8746,0.786985296,0.737953458,60500104,0.012686615,869073.8972,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.119585213,-0.665585593,-1.589427455,-0.516812692,-0.64266925,-0.662086866,-0.655568087,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,commercial
6293,174.4729621,-36.92973057,40000,0.026514496,0.01414978,0.00701984,0.00712996,0.9139,-0.517034843,-0.46792493,60500104,6.74E-05,245523.9209,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.35148782,-0.665585593,-1.687859913,-0.647486534,-0.662821762,-0.683693711,-0.67819238,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6294,174.4730216,-36.92792942,40000,0.026514496,0.01414978,0.00701984,0.00712996,0.9139,-0.517034843,-0.46792493,60500104,6.18E-05,250151.3589,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.35148782,-0.665585593,-1.687903792,-0.646516788,-0.662821762,-0.683693711,-0.67819238,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6326,174.4749225,-36.8702923,40000,2.234419479,1.192419319,0.591568909,0.600850144,0.8407,-0.53580855,-0.465403725,164387580,0.003256345,170871.7399,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,1.919547087,-0.66294592,-1.662985462,-0.663130969,-0.657405976,-0.678100805,-0.671840108,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6535,174.4735988,-36.97840919,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.492212706,-0.438659527,60500104,0.002758892,533668.7365,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.666865699,-0.587101654,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6536,174.4736584,-36.97660806,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.468990503,-0.417802328,60500104,0.002471011,529793.3603,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.669111231,-0.587913795,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
6537,174.473718,-36.97480692,40000,0.820602722,0.453350296,0.202322769,0.251027222,0.8945,-0.468990503,-0.417802328,60500104,0.002264605,948679.048,1,0,66.922,67.6,16.66,7,10.9,44.3,82.9,Auckland,2.237011724,-0.665585593,-1.670721241,-0.500130291,-0.661012301,-0.681396173,-0.675907742,0.859321343,1.001741062,-0.22112814,-0.386779547,0.017366229,0.804727617,0.124893344,recreational
